speciesId	compartment	initialConcentration	annotation	Source Mapping	HGNC	Annotation	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15
cyt_prot_int_p_IGF__IGF1R__IGF1R__IRS__GRB2__SOS1_	Cytoplasm	3.24E-22	Q9Y4H2, P62993, P35568, P08069, Q07889	pIIrIr_int_IRS_G2_SOS	IGF1, IGF2, IGF1R, GRB2, SOS1	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904							
cyt_prot_int_p_INS__INSR__INSR__IRS__GRB2__SOS1_	Cytoplasm	8.65E-20	Q9Y4H2, P62993, P35568, Q07889, P06213	pINS_Isr_Isr_int_IRS_G2_SOS	INS, INSR, GRB2, SOS1	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904								
cyt_prot_int_p_IGF__IGF1R__IGF1R__IGF__IRS__GRB2__SOS1_	Cytoplasm	3.83E-41	Q9Y4H2, P62993, P35568, P08069, Q07889	pIIrIrI_int_IRS_G2_SOS	IGF1, IGF2, IGF1R, GRB2, SOS1	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904							
cyt_prot_int_p_INS__INSR__INSR__INS__IRS__GRB2__SOS1_	Cytoplasm	3.98E-37	Q9Y4H2, P62993, P35568, Q07889, P06213	pINS_Isr_Isr_INS_int_IRS_G2_SOS	INS, INSR, GRB2, SOS1	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904								
cyt_prot_p_EGF__EGFR__ERBB2__PLCG_	Cytoplasm	2.96E-18	P01133, P00533, P04626, P19174, P16885	pEE1E2_PLCg	EGF, EGFR, ERBB2, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000124181	ENSG00000197943							
cyt_prot_p_EGF__EGFR__EGFRvIII__PLCG_	Cytoplasm	1.09E-29	P01133, P00533, P19174, P16885	pEE1Ev3_PLCg	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
cyt_prot_p_EGF__EGFR__EGFR__PLCG_	Cytoplasm	7.37E-18	P01133, P00533, P19174, P16885	pEE1E1_PLCg	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
cyt_prot_p_EGF__EGFR__EGF__EGFR_PLCG_	Cytoplasm	1.73E-35	P01133, P00533, P19174, P16885	pEE1EE1_PLCg	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
cyt_prot_p_EGF__EGFR__ERBB3__PLCG_	Cytoplasm	1.01E-18	P01133, P00533, P21860, P19174, P16885	pEE1E3_PLCg	EGF, EGFR, ERBB3, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000124181	ENSG00000197943							
cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PLCG_	Cytoplasm	5.23E-34	P01133, P00533, Q02297, P21860, P19174, P16885	pEE1HE3_PLCg	EGF, EGFR, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943						
cyt_prot_p_EGF__EGFR__ERBB4__PLCG_	Cytoplasm	1.21E-46	P16885, Q015303, P01133, P19174, Q15303, P00533	pEE1E4_PLCg	EGF, EGFR, ERBB4, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PLCG_	Cytoplasm	1.30E-61	P01133, P00533, Q02297, Q15303, P19174, P16885	pEE1HE4_PLCg	EGF, EGFR, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943						
cyt_prot_p_ERBB2__NRG1__ERBB3__PLCG_	Cytoplasm	7.00E-18	P04626, Q02297, P21860, P19174, P16885	pE2HE3_PLCg	ERBB2, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943							
cyt_prot_p_NRG1__ERBB3__EGFRvIII__PLCG_	Cytoplasm	9.31E-29	Q02297, P21860, P19174, P16885	pHE3Ev3_PLCg	NRG1, ERBB3, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943								
cyt_prot_p_EGFR__NRG1__ERBB3__PLCG_	Cytoplasm	8.12E-17	P00533, Q02297, P21860, P19174, P16885	pE1HE3_PLCg	EGFR, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943							
cyt_prot_p_NRG1__ERBB3__ERBB4__PLCG_	Cytoplasm	9.69E-46	Q02297, P21860, Q15303, P19174, P16885	pHE3E4_PLCg	NRG1, ERBB3, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PLCG_	Cytoplasm	6.07E-61	Q02297, P21860, Q15303, P19174, P16885	pHE3HE4_PLCg	NRG1, ERBB3, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_prot_p_ERBB2__NRG1__ERBB4__PLCG_	Cytoplasm	2.93E-45	P04626, Q02297, Q15303, P19174, P16885	pE2HE4_PLCg	ERBB2, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_prot_p_NRG1__ERBB4__EGFRvIII__PLCG_	Cytoplasm	3.91E-56	Q02297, Q15303, P19174, P16885	pHE4Ev3_PLCg	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
cyt_prot_p_EGFR__NRG1__ERBB4__PLCG_	Cytoplasm	3.39E-44	P00533, Q02297, Q15303, P19174, P16885	pE1HE4_PLCg	EGFR, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_prot_p_ERBB3__NRG1__ERBB4__PLCG_	Cytoplasm	8.99E-46	P21860, Q02297, Q15303, P19174, P19885	pE3HE4_PLCg	ERBB3, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
cyt_prot_p_NRG1__ERBB4__ERBB4__PLCG_	Cytoplasm	3.78E-73	Q02297, Q15303, P19174, P16885	pHE4E4_PLCg	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PLCG_	Cytoplasm	1.29E-88	Q02297, Q15303, P19174, P16885	pHE4HE4_PLCg	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
cyt_prot_p_HGF__MET__MET__PLCG_	Cytoplasm	9.07E-15	P14220, P19885, P19174, P08581, P14210	pHGF_Met_Met_PLCg	HGF, MET, PLCG1, PLCG2	ENSG00000019991	ENSG00000105976	ENSG00000124181	ENSG00000197943								
cyt_prot_p_HGF__MET__HGF__MET__PLCG_	Cytoplasm	1.44E-28	P14220, P19885, P19174, P08581, P14210	pHGF_Met_HGF_Met_PLCg	HGF, MET, PLCG1, PLCG2	ENSG00000019991	ENSG00000105976	ENSG00000124181	ENSG00000197943								
cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PLCG_	Cytoplasm	4.66E-43	P16234, P19174, P09619, P01127, P04085, P16885, P01133	pPPrPPr_PLCg	PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000124181	ENSG00000197943							
cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PLCG_	Cytoplasm	6.95E-40	P16234, P19174, P09619, P01127, P04085, P16885, P01133	pPPrPr_PLCg	PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000124181	ENSG00000197943							
cyt_prot_p_FGF__FGFR__FGF__FGFR__PLCG_	Cytoplasm	1.89E-33	P16885, P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, P19174, Q92915, P10767, P55075, P09038, P31371, Q92913, P08620, P11487, Q92914	pFFrFFr_PLCg	FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000124181	ENSG00000197943						
cyt_prot_p_FGF__FGFR__FGFR__PLCG_	Cytoplasm	1.28E-17	P16885, P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, P19174, Q92915, P10767, P55075, P09038, P31371, Q92913, P08620, P11487, Q92914	pFFrFr_PLCg	FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000124181	ENSG00000197943						
cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PLCG_	Cytoplasm	2.44E-21	P08069, P19174, Q9Y4H2, P05019, P35568, P16885, , P01344	pIIrIr_IRS_PLCg	IGF1, IGF2, IGF1R, PLCG1, PLCG2	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000124181	ENSG00000197943							
cyt_prot_p_INS__INSR__INSR__IRS__PLCG_	Cytoplasm	7.53E-19	P35568, P06213, Q9Y4H2, P01308	pINS_Isr_Isr_IRS_PLCg	INS, INSR, PLCG1, PLCG2	ENSG00000254647	ENSG00000171105	ENSG00000124181	ENSG00000197943								
cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PLCG_	Cytoplasm	2.88E-40	P35568, P01344, P05019, Q9Y4H2, P08069	pIIrIrI_IRS_PLCg	IGF1, IGF2, IGF1R, PLCG1, PLCG2	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000124181	ENSG00000197943							
cyt_prot_p_INS__INSR__INSR__INS__IRS__PLCG_	Cytoplasm	3.47E-36	P35568, P06213, Q9Y4H2, P01308	pINS_Isr_Isr_INS_IRS_PLCg	INS, INSR, PLCG1, PLCG2	ENSG00000254647	ENSG00000171105	ENSG00000124181	ENSG00000197943								
cyt_prot_p_EGF__EGFR__ERBB2__PI3K1_	Cytoplasm	1.96E-17	P04626, P01133, P00533	pEE1E2_PI3K1	EGF, EGFR, ERBB2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K1_	Cytoplasm	3.60E-29	P00533, P01133	pEE1Ev3_PI3K1	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGF__EGFR__EGFR__PI3K1_	Cytoplasm	2.43E-17	P00533, P01133	pEE1E1_PI3K1	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R5	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K1_	Cytoplasm	5.70E-35	P00533, P01133	pEE1EE1_PI3K1	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R6	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGF__EGFR__ERBB3__PI3K1_	Cytoplasm	2.22E-17	P00533, P01133, P21860	pEE1E3_PI3K1	EGF, EGFR, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K1_	Cytoplasm	1.15E-32	P00533, Q02297, P21860, P01133	pEE1HE3_PI3K1	EGF, EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
cyt_prot_p_EGF__EGFR__ERBB4__PI3K1_	Cytoplasm	1.06E-45	P00533, P01133, Q15303	pEE1E4_PI3K1	EGF, EGFR, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K1_	Cytoplasm	1.15E-60	P00533, Q02297, Q15303, P01133	pEE1HE4_PI3K1	EGF, EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K1_	Cytoplasm	1.85E-16	Q02297, P04626, P21860	pE2HE3_PI3K1	ERBB2, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K1_	Cytoplasm	2.05E-27	P21860, Q02297	pHE3Ev3_PI3K1	NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGFR__NRG1__ERBB3__PI3K1_	Cytoplasm	1.79E-15	Q02297, P00533, P21860	pE1HE3_PI3K1	EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K1_	Cytoplasm	3.84E-44	Q02297, P21860, Q15303	pHE3E4_PI3K1	NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K1_	Cytoplasm	2.41E-59	Q02297, P21860, Q15303	pHE3HE4_PI3K1	NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K1_	Cytoplasm	3.87E-44	Q02297, P04626, Q15303	pE2HE4_PI3K1	ERBB2, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_NRG1__ERBB4__EGFRvIII__PI3K1_	Cytoplasm	3.45E-55	Q15303, Q02297	pHE4Ev3_PI3K1	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGFR__NRG1__ERBB4__PI3K1_	Cytoplasm	2.99E-43	Q02297, P00533, Q15303	pE1HE4_PI3K1	EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_ERBB3__NRG1__ERBB4__PI3K1_	Cytoplasm	3.56E-44	Q02297, P21860, Q15303	pE3HE4_PI3K1	ERBB3, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_NRG1__ERBB4__ERBB4__PI3K1_	Cytoplasm	7.50E-72	Q15303, Q02297	pHE4E4_PI3K1	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PI3K1_	Cytoplasm	2.57E-87	Q15303, Q02297	pHE4HE4_PI3K1	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_HGF__MET__MET__PI3K1_	Cytoplasm	8.99E-14	P14210, P08581	pHGF_Met_Met_PI3K1	HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000019991	ENSG00000105976	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_HGF__MET__HGF__MET__PI3K1_	Cytoplasm	1.43E-27	P14210, P08581	pHGF_Met_HGF_Met_PI3K1	HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000019991	ENSG00000105976	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K1_	Cytoplasm	3.67E-42	P16234, P04085, P09619, P01133	pPPrPPr_PI3K1	PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_PDGFB__PDGFRB__PDGFRB__PI3K1_	Cytoplasm	5.47E-39	P16234, P04085, P09619, P01133	pPPrPr_PI3K1	PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_FGF__FGFR__FGF__FGFR__PI3K1_	Cytoplasm	8.73E-32	P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, Q92915, P10767, P55075, P09038, Q92913, P31371, P08620, P11487, Q92914	pFFrFFr_PI3K1	FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
cyt_prot_p_FGF__FGFR__FGFR__PI3K1_	Cytoplasm	2.26E-16	P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, Q92915, P10767, P55075, P09038, Q92913, P31371, P08620, P11487, Q92914	pFFrFr_PI3K1	FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PI3K1_	Cytoplasm	1.12E-19	P35568, P01344, P05019, Q9Y4H2, P08069	pIIrIr_IRS_PI3K1	IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_INS__INSR__INSR__IRS__PI3K1_	Cytoplasm	2.05E-17	P35568, P06213, Q9Y4H2, P01308	pINS_Isr_Isr_IRS_PI3K1	INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000254647	ENSG00000171105	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K1_	Cytoplasm	1.32E-38	P35568, P01344, P05019, Q9Y4H2, P08069	pIIrIrI_IRS_PI3K1	IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_INS__INSR__INSR__INS__IRS__PI3K1_	Cytoplasm	9.43E-35	P35568, P06213, Q9Y4H2, P01308	pINS_Isr_Isr_INS_IRS_PI3K1	INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000254647	ENSG00000171105	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGF__EGFR__ERBB2__PI3K2_	Cytoplasm	1.68E-17	P04626, P01133, P00533	pEE1E2_PI3K2	EGF, EGFR, ERBB2, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000011405								
cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K2_	Cytoplasm	3.09E-29	P00533, P01133	pEE1Ev3_PI3K2	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
cyt_prot_p_EGF__EGFR__EGFR__PI3K2_	Cytoplasm	2.09E-17	P00533, P01133	pEE1E1_PI3K2	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K2_	Cytoplasm	4.89E-35	P00533, P01133	pEE1EE1_PI3K2	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
cyt_prot_p_EGF__EGFR__ERBB3__PI3K2_	Cytoplasm	1.91E-17	P00533, P01133, P21860	pEE1E3_PI3K2	EGF, EGFR, ERBB3, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000011405								
cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K2_	Cytoplasm	9.89E-33	P00533, Q02297, P21860, P01133	pEE1HE3_PI3K2	EGF, EGFR, NRG1, ERBB3, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000011405							
cyt_prot_p_EGF__EGFR__ERBB4__PI3K2_	Cytoplasm	9.13E-46	P00533, P01133, Q15303	pEE1E4_PI3K2	EGF, EGFR, ERBB4, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000011405								
cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K2_	Cytoplasm	9.85E-61	P00533, Q02297, Q15303, P01133	pEE1HE4_PI3K2	EGF, EGFR, NRG1, ERBB4, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000011405							
cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K2_	Cytoplasm	1.59E-16	Q02297, P04626, P21860	pE2HE3_PI3K2	ERBB2, NRG1, ERBB3, PIK3C2A	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000011405								
